DISTRICT,SchoolName,district_schoolname,tested or not?,not found in testing data list,count of schools
,Crane Country Day School,_Crane Country Day School,#N/A,FALSE,1
Montecito Union Elementary,Montecito Union,Montecito Union Elementary_Montecito Union,tested,FALSE,1
,Laguna Blanca School,_Laguna Blanca School,#N/A,FALSE,1
,El Montecito,_El Montecito,#N/A,FALSE,1
Cuyama Joint Unified,Cuyama Valley High,Cuyama Joint Unified_Cuyama Valley High,tested,FALSE,1
Cuyama Joint Unified,Sierra Madre High (Continuation),Cuyama Joint Unified_Sierra Madre High (Continuation),tested,FALSE,1
Hope Elementary,Hope Elementary,Hope Elementary_Hope Elementary,tested,FALSE,2
Santa Maria-Bonita,Oakley (Calvin C.) Elementary,Santa Maria-Bonita_Oakley (Calvin C.) Elementary,tested,FALSE,1
Santa Maria-Bonita,Ontiveros (Juan Pacifico) Elementary,Santa Maria-Bonita_Ontiveros (Juan Pacifico) Elementary,tested,FALSE,1
Santa Maria-Bonita,Kunst (Tommie) Junior High,Santa Maria-Bonita_Kunst (Tommie) Junior High,tested,FALSE,1
Santa Maria-Bonita,Fairlawn Elementary,Santa Maria-Bonita_Fairlawn Elementary,tested,FALSE,1
Santa Maria-Bonita,Bruce (Robert) Elementary,Santa Maria-Bonita_Bruce (Robert) Elementary,tested,FALSE,1
Santa Maria-Bonita,El Camino Junior High,Santa Maria-Bonita_El Camino Junior High,tested,FALSE,1
Santa Maria-Bonita,Rice (William) Elementary,Santa Maria-Bonita_Rice (William) Elementary,tested,FALSE,1
Santa Maria-Bonita,Tunnell (Martin Luther) Elementary,Santa Maria-Bonita_Tunnell (Martin Luther) Elementary,tested,FALSE,1
Santa Maria-Bonita,Liberty Elementary,Santa Maria-Bonita_Liberty Elementary,tested,FALSE,6
Santa Maria-Bonita,Jimenez Roberto and Dr Francisco Elementary School,Santa Maria-Bonita_Jimenez Roberto and Dr Francisco Elementary School,tested,FALSE,1
Santa Maria-Bonita,Sanchez (David J.) Elementary,Santa Maria-Bonita_Sanchez (David J.) Elementary,tested,FALSE,1
Santa Maria-Bonita,Adam (William Laird) Elementary,Santa Maria-Bonita_Adam (William Laird) Elementary,tested,FALSE,1
Santa Maria-Bonita,Battles (Washington) Elementary,Santa Maria-Bonita_Battles (Washington) Elementary,tested,FALSE,1
Santa Maria-Bonita,Miller (Isaac) Elementary,Santa Maria-Bonita_Miller (Isaac) Elementary,tested,FALSE,1
Santa Maria-Bonita,Taylor (Ida Redmond) Elementary,Santa Maria-Bonita_Taylor (Ida Redmond) Elementary,tested,FALSE,1
Santa Maria-Bonita,Alvin Elementary,Santa Maria-Bonita_Alvin Elementary,tested,FALSE,1
Santa Maria-Bonita,Fesler (Isaac) Junior High,Santa Maria-Bonita_Fesler (Isaac) Junior High,tested,FALSE,1
Santa Maria Joint Union High,Pioneer Valley High,Santa Maria Joint Union High_Pioneer Valley High,tested,FALSE,1
Santa Maria Joint Union High,Santa Maria High,Santa Maria Joint Union High_Santa Maria High,tested,FALSE,1
,Pacific Christian,_Pacific Christian,#N/A,FALSE,1
Orcutt Union Elementary,Alice Shaw Elementary,Orcutt Union Elementary_Alice Shaw Elementary,tested,FALSE,1
Orcutt Union Elementary,Joe Nightingale Elementary,Orcutt Union Elementary_Joe Nightingale Elementary,tested,FALSE,1
Orcutt Union Elementary,Lakeview Junior High,Orcutt Union Elementary_Lakeview Junior High,tested,FALSE,1
Orcutt Union Elementary,Patterson Road Elementary,Orcutt Union Elementary_Patterson Road Elementary,tested,FALSE,1
Orcutt Union Elementary,Ralph Dunlap Elementary,Orcutt Union Elementary_Ralph Dunlap Elementary,tested,FALSE,1
Orcutt Union Elementary,Orcutt Junior High,Orcutt Union Elementary_Orcutt Junior High,tested,FALSE,1
Orcutt Union Elementary,Orcutt Academy Charter,Orcutt Union Elementary_Orcutt Academy Charter,tested,FALSE,1
Lompoc Unified,Buena Vista Elementary,Lompoc Unified_Buena Vista Elementary,tested,FALSE,5
Lompoc Unified,Cabrillo High,Lompoc Unified_Cabrillo High,tested,FALSE,2
Lompoc Unified,Maple High,Lompoc Unified_Maple High,tested,FALSE,1
Buellton Union Elementary,Jonata Middle,Buellton Union Elementary_Jonata Middle,tested,FALSE,1
Buellton Union Elementary,Oak Valley Elementary,Buellton Union Elementary_Oak Valley Elementary,tested,FALSE,1
Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Ynez Valley Union High_Santa Ynez Valley Union High,tested,FALSE,1
,Dunn School,_Dunn School,#N/A,FALSE,1
College Elementary,College Elementary,College Elementary_College Elementary,tested,FALSE,1
College Elementary,Santa Ynez Valley Charter,College Elementary_Santa Ynez Valley Charter,tested,FALSE,1
College Elementary,Santa Ynez Elementary,College Elementary_Santa Ynez Elementary,tested,FALSE,1
Los Olivos Elementary,Los Olivos Elementary,Los Olivos Elementary_Los Olivos Elementary,tested,FALSE,1
Santa Maria-Bonita,Arellanes (Don Juan Bautista) Elementary,Santa Maria-Bonita_Arellanes (Don Juan Bautista) Elementary,tested,FALSE,1
Hope Elementary,Vieja Valley Elementary,Hope Elementary_Vieja Valley Elementary,tested,FALSE,1
Lompoc Unified,Crestview Elementary,Lompoc Unified_Crestview Elementary,tested,FALSE,2
Lompoc Unified,Manzanita Public Charter,Lompoc Unified_Manzanita Public Charter,tested,FALSE,1
Lompoc Unified,Martha Negus Orthopedic Center,Lompoc Unified_Martha Negus Orthopedic Center,tested,FALSE,1
Morgan Hill Unified,San Martin Gwinn Environmental Science Academy,Morgan Hill Unified_San Martin Gwinn Environmental Science Academy,tested,FALSE,1
Mountain View Whisman,Frank L. Huff Elementary,Mountain View Whisman_Frank L. Huff Elementary,tested,FALSE,1
Fremont Union High,Community Day,Fremont Union High_Community Day,tested,FALSE,2
Fremont Union High,Cupertino High,Fremont Union High_Cupertino High,tested,FALSE,1
Fremont Union High,Homestead High,Fremont Union High_Homestead High,tested,FALSE,1
Los Altos Elementary,Almond Elementary,Los Altos Elementary_Almond Elementary,tested,FALSE,2
Los Altos Elementary,Georgina P. Blach Junior High,Los Altos Elementary_Georgina P. Blach Junior High,tested,FALSE,1
Los Altos Elementary,Covington Elementary,Los Altos Elementary_Covington Elementary,tested,FALSE,1
Los Altos Elementary,Ardis G. Egan Junior High,Los Altos Elementary_Ardis G. Egan Junior High,tested,FALSE,1
Los Altos Elementary,Loyola Elementary,Los Altos Elementary_Loyola Elementary,tested,FALSE,1
Los Altos Elementary,Oak Avenue Elementary,Los Altos Elementary_Oak Avenue Elementary,tested,FALSE,1
Los Altos Elementary,Santa Rita Elementary,Los Altos Elementary_Santa Rita Elementary,tested,FALSE,2
Cupertino Union,Chester W. Nimitz Elementary,Cupertino Union_Chester W. Nimitz Elementary,tested,FALSE,1
Cupertino Union,Cupertino Middle,Cupertino Union_Cupertino Middle,tested,FALSE,1
Cupertino Union,Garden Gate Elementary,Cupertino Union_Garden Gate Elementary,tested,FALSE,1
Cupertino Union,Montclaire Elementary,Cupertino Union_Montclaire Elementary,tested,FALSE,1
Cupertino Union,L. P. Collins Elementary,Cupertino Union_L. P. Collins Elementary,tested,FALSE,1
Cupertino Union,Sam H. Lawson Middle,Cupertino Union_Sam H. Lawson Middle,tested,FALSE,1
Cupertino Union,William Faria Elementary,Cupertino Union_William Faria Elementary,tested,FALSE,1
Mountain View-Los Altos Union High,Alta Vista High,Mountain View-Los Altos Union High_Alta Vista High,tested,FALSE,1
Mountain View-Los Altos Union High,Mountain View High,Mountain View-Los Altos Union High_Mountain View High,tested,FALSE,2
Gilroy Unified,Antonio Del Buono Elementary,Gilroy Unified_Antonio Del Buono Elementary,tested,FALSE,1
Gilroy Unified,Brownell Middle,Gilroy Unified_Brownell Middle,tested,FALSE,1
Gilroy Unified,Christopher High,Gilroy Unified_Christopher High,tested,FALSE,1
Gilroy Unified,El Roble Elementary,Gilroy Unified_El Roble Elementary,tested,FALSE,1
Gilroy Unified,Eliot Elementary,Gilroy Unified_Eliot Elementary,tested,FALSE,1
Gilroy Unified,Gilroy High,Gilroy Unified_Gilroy High,tested,FALSE,1
Gilroy Unified,Gilroy Prep (a Navigator School),Gilroy Unified_Gilroy Prep (a Navigator School),tested,FALSE,1
Gilroy Unified,Glen View Elementary,Gilroy Unified_Glen View Elementary,tested,FALSE,2
Gilroy Unified,Las Animas Elementary,Gilroy Unified_Las Animas Elementary,tested,FALSE,1
Gilroy Unified,Luigi Aprea Elementary,Gilroy Unified_Luigi Aprea Elementary,tested,FALSE,1
Gilroy Unified,Mt. Madonna High,Gilroy Unified_Mt. Madonna High,tested,FALSE,1
Gilroy Unified,Rod Kelley Elementary,Gilroy Unified_Rod Kelley Elementary,tested,FALSE,1
Gilroy Unified,Solorsano Middle,Gilroy Unified_Solorsano Middle,tested,FALSE,1
Gilroy Unified,South Valley Middle,Gilroy Unified_South Valley Middle,tested,FALSE,1
Gilroy Unified School District,Gilroy Unified State Preschool,Gilroy Unified School District_Gilroy Unified State Preschool,tested,FALSE,1
Santa Clara County Office of Education ,Gateway School,Santa Clara County Office of Education_Gateway School,tested,FALSE,1
Santa Clara County Office of Education ,Brownell Annex,Santa Clara County Office of Education_Brownell Annex,tested,FALSE,1
Santa Clara County Office of Education,Glenview Headstart School,Santa Clara County Office of Education_Glenview Headstart School,tested,FALSE,1
Milpitas Unified,Alexander Rose Elementary,Milpitas Unified_Alexander Rose Elementary,tested,FALSE,1
Milpitas Unified,Anthony Spangler Elementary,Milpitas Unified_Anthony Spangler Elementary,tested,FALSE,1
Milpitas Unified,Calaveras Hills,Milpitas Unified_Calaveras Hills,tested,FALSE,1
Milpitas Unified,Curtner Elementary,Milpitas Unified_Curtner Elementary,tested,FALSE,1
Milpitas Unified,John Sinnott Elementary,Milpitas Unified_John Sinnott Elementary,tested,FALSE,1
Milpitas Unified,Joseph Weller Elementary,Milpitas Unified_Joseph Weller Elementary,tested,FALSE,1
Milpitas Unified,Marshall Pomeroy Elementary,Milpitas Unified_Marshall Pomeroy Elementary,tested,FALSE,1
Milpitas Unified,Milpitas High,Milpitas Unified_Milpitas High,tested,FALSE,1
Milpitas Unified,Pearl Zanker Elementary,Milpitas Unified_Pearl Zanker Elementary,tested,FALSE,1
Milpitas Unified,Rancho Milpitas Middle,Milpitas Unified_Rancho Milpitas Middle,tested,FALSE,1
Milpitas Unified,Robert Randall Elementary,Milpitas Unified_Robert Randall Elementary,tested,FALSE,1
Milpitas Unified,Thomas Russell Middle,Milpitas Unified_Thomas Russell Middle,tested,FALSE,1
Milpitas Unified,William Burnett Elementary,Milpitas Unified_William Burnett Elementary,tested,FALSE,1
Milpitas Unified School District,Sunnyhills Child Development Center,Milpitas Unified School District_Sunnyhills Child Development Center,tested,FALSE,1
Santa Clara County Office of Education,Voices College-Bound Language Academy at Morgan Hill,Santa Clara County Office of Education_Voices College-Bound Language Academy at Morgan Hill,tested,FALSE,1
Morgan Hill Unified,Live Oak High,Morgan Hill Unified_Live Oak High,tested,FALSE,2
Morgan Hill Unified,Jackson Academy of Music and Math (JAMM),Morgan Hill Unified_Jackson Academy of Music and Math (JAMM),tested,FALSE,1
Morgan Hill Unified,Nordstrom Elementary,Morgan Hill Unified_Nordstrom Elementary,tested,FALSE,1
Morgan Hill Unified,Lewis H. Britton Middle,Morgan Hill Unified_Lewis H. Britton Middle,tested,FALSE,1
Morgan Hill Unified,Ann Sobrato High,Morgan Hill Unified_Ann Sobrato High,tested,FALSE,1
Morgan Hill Unified,El Toro Elementary,Morgan Hill Unified_El Toro Elementary,tested,FALSE,1
Morgan Hill Unified,Central High (Continuation),Morgan Hill Unified_Central High (Continuation),tested,FALSE,1
Morgan Hill Unified,Community Adult,Morgan Hill Unified_Community Adult,tested,FALSE,1
Morgan Hill Unified,Paradise Valley/Machado Elementary,Morgan Hill Unified_Paradise Valley/Machado Elementary,tested,FALSE,1
Morgan Hill Unified,Barrett Elementary,Morgan Hill Unified_Barrett Elementary,tested,FALSE,1
Morgan Hill Unified,P. A. Walsh STEAM Academy,Morgan Hill Unified_P. A. Walsh STEAM Academy,tested,FALSE,1
Los Altos Elementary,Springer Elementary,Los Altos Elementary_Springer Elementary,tested,FALSE,1
Mountain View Whisman,Slater Special Education Preschool,Mountain View Whisman_Slater Special Education Preschool,tested,FALSE,1
Mountain View Whisman,Stevenson Elementary,Mountain View Whisman_Stevenson Elementary,tested,FALSE,2
Mountain View Whisman,Theuerkauf Elementary,Mountain View Whisman_Theuerkauf Elementary,tested,FALSE,1
Mountain View Whisman,Monta Loma Elementary,Mountain View Whisman_Monta Loma Elementary,tested,FALSE,1
Mountain View Whisman,Benjamin Bubb Elementary,Mountain View Whisman_Benjamin Bubb Elementary,tested,FALSE,1
Mountain View Whisman,Isaac Newton Graham Middle,Mountain View Whisman_Isaac Newton Graham Middle,tested,FALSE,1
Mountain View Whisman,Edith Landels Elementary,Mountain View Whisman_Edith Landels Elementary,tested,FALSE,1
Mountain View Whisman,Mariano Castro Elementary,Mountain View Whisman_Mariano Castro Elementary,tested,FALSE,1
Mountain View Whisman,Crittenden Middle,Mountain View Whisman_Crittenden Middle,tested,FALSE,1
,Khan Lab School,_Khan Lab School,#N/A,FALSE,1
,Action Day Primary Plus,_Action Day Primary Plus,#N/A,FALSE,1
,"Google Childrens Center, The Woods","_Google Childrens Center, The Woods",#N/A,FALSE,1
,German Int'l School of Silicon Valley,_German Int'l School of Silicon Valley,#N/A,FALSE,1
Palo Alto Unified,Addison Elementary,Palo Alto Unified_Addison Elementary,tested,FALSE,1
Palo Alto Unified,Duveneck Elementary,Palo Alto Unified_Duveneck Elementary,tested,FALSE,1
Palo Alto Unified,Walter Hays Elementary,Palo Alto Unified_Walter Hays Elementary,tested,FALSE,1
Palo Alto Unified,Ohlone Elementary,Palo Alto Unified_Ohlone Elementary,tested,FALSE,3
Palo Alto Unified,Palo Verde Elementary,Palo Alto Unified_Palo Verde Elementary,tested,FALSE,1
Palo Alto Unified,El Carmelo Elementary,Palo Alto Unified_El Carmelo Elementary,tested,FALSE,1
Palo Alto Unified,David Starr Jordan Middle,Palo Alto Unified_David Starr Jordan Middle,tested,FALSE,2
Palo Alto Unified,Jane Lathrop Stanford Middle,Palo Alto Unified_Jane Lathrop Stanford Middle,tested,FALSE,1
Palo Alto Unified,Fairmeadow Elementary,Palo Alto Unified_Fairmeadow Elementary,tested,FALSE,1
Palo Alto Unified,Greendell,Palo Alto Unified_Greendell,tested,FALSE,1
Palo Alto Unified,Herbert Hoover Elementary,Palo Alto Unified_Herbert Hoover Elementary,tested,FALSE,1
Palo Alto Unified,Terman Middle,Palo Alto Unified_Terman Middle,tested,FALSE,1
Palo Alto Unified,Juana Briones Elementary,Palo Alto Unified_Juana Briones Elementary,tested,FALSE,1
Palo Alto Unified,Barron Park Elementary,Palo Alto Unified_Barron Park Elementary,tested,FALSE,1
Palo Alto Unified,Henry M. Gunn High,Palo Alto Unified_Henry M. Gunn High,tested,FALSE,1
Palo Alto Unified,Palo Alto High,Palo Alto Unified_Palo Alto High,tested,FALSE,1
Campbell Union,Blackford Elementary,Campbell Union_Blackford Elementary,tested,FALSE,1
Campbell Union,Campbell Middle,Campbell Union_Campbell Middle,tested,FALSE,1
Campbell Union,Capri Elementary,Campbell Union_Capri Elementary,tested,FALSE,1
Campbell Union,Castlemont Elementary,Campbell Union_Castlemont Elementary,tested,FALSE,1
Campbell Union,Forest Hill Elementary,Campbell Union_Forest Hill Elementary,tested,FALSE,1
Campbell Union,Lynhaven Elementary,Campbell Union_Lynhaven Elementary,tested,FALSE,1
Campbell Union,Marshall Lane Elementary,Campbell Union_Marshall Lane Elementary,tested,FALSE,1
Campbell Union,Monroe Middle,Campbell Union_Monroe Middle,tested,FALSE,1
Campbell Union,Rolling Hills Middle,Campbell Union_Rolling Hills Middle,tested,FALSE,2
Campbell Union,Rosemary Elementary,Campbell Union_Rosemary Elementary,tested,FALSE,1
Campbell Union,Sherman Oaks Elementary,Campbell Union_Sherman Oaks Elementary,tested,FALSE,1
Campbell Union,Village,Campbell Union_Village,tested,FALSE,1
,Casa Di Mir Montessori Elementary,_Casa Di Mir Montessori Elementary,#N/A,FALSE,1
,Bellarmine College Preparatory,_Bellarmine College Preparatory,#N/A,FALSE,1
Campbell Union High,Branham High,Campbell Union High_Branham High,tested,FALSE,1
Campbell Union High,Del Mar High,Campbell Union High_Del Mar High,tested,FALSE,2
Campbell Union High,Leigh High,Campbell Union High_Leigh High,tested,FALSE,1
Campbell Union High,Prospect High,Campbell Union High_Prospect High,tested,FALSE,1
Campbell Union High,Westmont High,Campbell Union High_Westmont High,tested,FALSE,1
Campbell Union High,Boynton High,Campbell Union High_Boynton High,tested,FALSE,1
East Side Union High,Andrew P. Hill High,East Side Union High_Andrew P. Hill High,tested,FALSE,1
East Side Union High,Foothill High,East Side Union High_Foothill High,tested,FALSE,6
East Side Union High,Independence High,East Side Union High_Independence High,tested,FALSE,4
East Side Union High,James Lick High,East Side Union High_James Lick High,tested,FALSE,1
Mount Pleasant Elementary,Mt. Pleasant Elementary,Mount Pleasant Elementary_Mt. Pleasant Elementary,tested,FALSE,1
East Side Union High,Piedmont Hills High,East Side Union High_Piedmont Hills High,tested,FALSE,1
East Side Union High,William C. Overfelt High,East Side Union High_William C. Overfelt High,tested,FALSE,1
East Side Union High,Yerba Buena High,East Side Union High_Yerba Buena High,tested,FALSE,1
East Side Union High,Mt. Pleasant High,East Side Union High_Mt. Pleasant High,tested,FALSE,1
Saratoga Union Elementary,Argonaut Elementary,Saratoga Union Elementary_Argonaut Elementary,tested,FALSE,1
Saratoga Union Elementary,Saratoga Elementary,Saratoga Union Elementary_Saratoga Elementary,tested,FALSE,1
Santa Clara County Office of Education,Rocketship Academy Brilliant Minds,Santa Clara County Office of Education_Rocketship Academy Brilliant Minds,tested,FALSE,1
Santa Clara County Office of Education,Rocketship Alma Academy,Santa Clara County Office of Education_Rocketship Alma Academy,tested,FALSE,1
Santa Clara County Office of Education,Rocketship Discovery Prep,Santa Clara County Office of Education_Rocketship Discovery Prep,tested,FALSE,1
Santa Clara County Office of Education,Rocketship Fuerza Community Prep,Santa Clara County Office of Education_Rocketship Fuerza Community Prep,tested,FALSE,1
Santa Clara County Office of Education,Rocketship Los Suenos Academy,Santa Clara County Office of Education_Rocketship Los Suenos Academy,tested,FALSE,1
